,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,dependent_project_count,github_dependent_project_count,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads
308,PynamoDB,A Pythonic interface for [Amazon DynamoDB](https://aws.amazon.com/dynamodb/).,ORM,,https://github.com/pynamodb/PynamoDB,True,30,pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,2014-01-20 02:18:35.000,2024-03-21 21:32:21.000,2024-02-16 07:09:47,417.0,2370.0,109.0,225.0,371.0,836.0,MIT,,1654.0,1654.0,PynamoDB,conda-forge/PynamoDB,2024-01-14 15:40:52,6.0.0,62.0,https://pypi.org/project/PynamoDB,2004924.0,2017194.0,https://anaconda.org/conda-forge/PynamoDB,2024-01-17 22:46:37.252,539885.0,2.0,,
309,prospector,A tool to analyse Python code.,Code Analysis,,https://github.com/landscapeio/prospector,True,30,PyCQA/prospector,https://github.com/landscapeio/prospector,2013-08-05 07:26:30.000,2024-02-21 19:45:27.000,2023-10-18 06:21:56,167.0,1902.0,90.0,59.0,316.0,1396.0,GPL-2.0,landscapeio/prospector,4805.0,4805.0,prospector,conda-forge/prospector,2023-10-18 06:22:58,1.10.3,53.0,https://pypi.org/project/prospector,782573.0,785077.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,102675.0,2.0,,
310,copier,A library and command-line utility for rendering projects templates.,Command-line Tools,,https://github.com/copier-org/copier,True,30,pykong/copier,https://github.com/copier-org/copier,2011-11-01 19:22:44.000,2024-04-04 09:32:28.000,2024-04-03 12:50:48,158.0,1638.0,72.0,60.0,386.0,1441.0,MIT,copier-org/copier,910.0,910.0,copier,conda-forge/copier,2024-01-16 15:04:45,9.1.1,39.0,https://pypi.org/project/copier,185171.0,185954.0,https://anaconda.org/conda-forge/copier,2024-01-16 19:00:24.291,16458.0,1.0,,
311,waitress,"Multi-threaded, powers Pyramid.",WSGI Servers,,https://github.com/Pylons/waitress,True,30,Pylons/waitress,https://github.com/Pylons/waitress,2011-12-17 06:58:21.000,2024-03-03 23:56:18.000,2024-02-05 05:02:24,158.0,1370.0,54.0,13.0,221.0,,,,179869.0,179869.0,waitress,conda-forge/waitress,2024-02-04 23:35:02,3.0.0,30.0,https://pypi.org/project/waitress,4889888.0,4894253.0,https://anaconda.org/conda-forge/waitress,2024-02-05 01:00:24.086,179005.0,3.0,,
312,thefuck,Correcting your previous console command.,Command-line Tools,,https://github.com/nvbn/thefuck,True,29,nvbn/thefuck,https://github.com/nvbn/thefuck,2015-04-08 15:08:04.000,2024-02-28 12:15:14.000,2024-01-25 19:52:35,3347.0,82567.0,196.0,243.0,467.0,1651.0,MIT,,498.0,498.0,thefuck,conda-forge/thefuck,2022-01-02 22:17:40,3.32,17.0,https://pypi.org/project/thefuck,7919.0,7919.0,https://anaconda.org/conda-forge/thefuck,,,2.0,,
313,pyenv,Simple Python version management.,Environment Management,,https://github.com/pyenv/pyenv,True,29,pyenv/pyenv,https://github.com/pyenv/pyenv,2012-08-31 06:57:52.000,2024-04-03 18:08:34.000,2024-04-03 18:08:18,2904.0,36347.0,439.0,43.0,1668.0,3261.0,MIT,,21.0,21.0,pyenv,conda-forge/pyenv,2024-02-13 21:59:44,2.3.36,92.0,https://pypi.org/project/pyenv,12237.0,12237.0,https://anaconda.org/conda-forge/pyenv,,,3.0,,
314,annoy,Approximate Nearest Neighbors in C++/Python optimized for memory usage.,Recommender Systems,,https://github.com/spotify/annoy,True,29,spotify/annoy,https://github.com/spotify/annoy,2013-04-01 20:29:40.000,2024-02-06 22:23:52.000,2023-08-20 17:38:53,1120.0,12616.0,88.0,49.0,343.0,,Apache-2.0,,3720.0,3720.0,annoy,conda-forge/annoy,2023-06-14 16:34:48,1.17.3,20.0,https://pypi.org/project/annoy,1192997.0,1192997.0,https://anaconda.org/conda-forge/annoy,,,1.0,,
315,thumbor,"A smart imaging service. It enables on-demand crop, re-sizing and flipping of images.",Image Processing,,https://github.com/thumbor/thumbor,True,29,thumbor/thumbor,https://github.com/thumbor/thumbor,2011-03-16 17:30:05.000,2024-04-01 20:51:14.000,2024-03-04 20:13:09,803.0,9847.0,201.0,15.0,968.0,2437.0,MIT,,352.0,352.0,thumbor,conda-forge/thumbor,2024-03-04 20:46:54,7.7.4,100.0,https://pypi.org/project/thumbor,5647.0,5647.0,https://anaconda.org/conda-forge/thumbor,,,2.0,,
316,pattern,A web mining module.,Natural Language Processing,,https://github.com/clips/pattern,True,29,clips/pattern,https://github.com/clips/pattern,2011-05-03 15:29:01.000,2023-07-12 09:12:48.000,2020-04-25 12:40:40,1492.0,8649.0,30.0,130.0,76.0,1434.0,BSD-3-Clause,,1728.0,1728.0,pattern,conda-forge/pattern,,,1.0,https://pypi.org/project/pattern,657257.0,657549.0,https://anaconda.org/conda-forge/pattern,2023-06-16 16:18:03.754,15527.0,2.0,,110.0
317,PyMC,Markov Chain Monte Carlo sampling toolkit.,Science,,https://github.com/pymc-devs/pymc,True,29,pymc-devs/pymc3,https://github.com/pymc-devs/pymc,2009-05-05 09:43:50.000,2024-04-04 00:40:59.000,2024-04-03 18:15:35,1848.0,8113.0,484.0,203.0,2998.0,,,pymc-devs/pymc,2987.0,2987.0,pymc3,conda-forge/pymc3,2024-03-28 18:52:49,5.12.0,80.0,https://pypi.org/project/pymc3,883096.0,889251.0,https://anaconda.org/conda-forge/pymc3,2023-06-16 13:23:30.938,552537.0,3.0,,1936.0
318,hug,A Python 3 framework for cleanly exposing APIs.,RESTful API,,https://github.com/hugapi/hug,True,29,hugapi/hug,https://github.com/hugapi/hug,2015-07-17 03:33:50.000,2023-06-30 22:47:56.000,2023-06-30 13:14:01,385.0,6817.0,120.0,164.0,300.0,2396.0,MIT,,4849.0,4849.0,hug,conda-forge/hug,2019-09-14 09:20:45,2.6.0,18.0,https://pypi.org/project/hug,68942.0,71043.0,https://anaconda.org/conda-forge/hug,2023-06-16 13:24:44.089,189099.0,3.0,,
319,PythonNet,Python Integration with the .NET Common Language Runtime (CLR).,Microsoft Windows,,https://github.com/pythonnet/pythonnet,True,29,pythonnet/pythonnet,https://github.com/pythonnet/pythonnet,2013-11-27 13:42:20.000,2024-03-31 12:57:18.000,2024-02-28 21:46:28,602.0,4321.0,105.0,126.0,1297.0,1995.0,MIT,,2202.0,2202.0,pythonnet,conda-forge/pythonnet,2023-10-11 07:21:36,3.0.3,24.0,https://pypi.org/project/pythonnet,399239.0,401335.0,https://anaconda.org/conda-forge/pythonnet,2023-10-11 07:55:27.586,95297.0,1.0,,2711.0
320,plotnine,A grammar of graphics for Python based on ggplot2.,Data Visualization,,https://github.com/has2k1/plotnine,True,29,has2k1/plotnine,https://github.com/has2k1/plotnine,2017-04-24 19:00:44.000,2024-04-03 15:30:28.000,2024-04-03 12:10:59,202.0,3790.0,106.0,68.0,547.0,,MIT,,7198.0,7198.0,plotnine,conda-forge/plotnine,2024-04-03 14:18:06,0.13.4,22.0,https://pypi.org/project/plotnine,2930735.0,2938243.0,https://anaconda.org/conda-forge/plotnine,2024-04-03 14:01:12.575,345387.0,3.0,,
321,keyboard,Hook and simulate global keyboard events on Windows and Linux.,Hardware,,https://github.com/boppreh/keyboard,True,29,boppreh/keyboard,https://github.com/boppreh/keyboard,2013-05-07 22:55:07.000,2024-03-14 18:35:20.000,2023-01-31 21:17:34,420.0,3667.0,41.0,377.0,195.0,775.0,MIT,,15968.0,15968.0,keyboard,conda-forge/keyboard,2020-03-23 21:46:31,0.13.5,23.0,https://pypi.org/project/keyboard,336355.0,337121.0,https://anaconda.org/conda-forge/keyboard,2023-06-16 19:26:23.252,26058.0,2.0,,
322,Python-Markdown,A Python implementation of John Grubers Markdown.,Specific Formats Processing,,https://github.com/Python-Markdown/markdown,True,29,waylan/Python-Markdown,https://github.com/Python-Markdown/markdown,2010-05-29 02:59:45.000,2024-03-18 14:21:14.000,2024-03-18 14:21:13,831.0,3554.0,173.0,24.0,846.0,1589.0,BSD-3-Clause,Python-Markdown/markdown,351197.0,351197.0,Python-Markdown,conda-forge/Python-Markdown,2024-03-14 18:35:10,3.6,3.0,https://pypi.org/project/Python-Markdown,,9.0,https://anaconda.org/conda-forge/Python-Markdown,,,2.0,,58.0
323,textdistance,Compute distance between sequences with 30+ algorithms.,Text Processing,,https://github.com/life4/textdistance,True,29,orsinium/textdistance,https://github.com/life4/textdistance,2017-05-05 08:46:10.000,2023-12-29 09:26:48.000,2023-12-29 09:26:14,242.0,3290.0,14.0,,,403.0,MIT,life4/textdistance,6025.0,6025.0,textdistance,conda-forge/textdistance,2023-12-29 09:27:05,4.6.1,11.0,https://pypi.org/project/textdistance,714780.0,722230.0,https://anaconda.org/conda-forge/textdistance,2023-06-16 16:13:38.456,528049.0,2.0,,999.0
324,nikola,A static website and blog generator.,Static Site Generator,,https://github.com/getnikola/nikola,True,29,getnikola/nikola,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000,2024-03-02 18:00:17.000,2024-03-02 18:00:17,375.0,2541.0,239.0,62.0,2109.0,10409.0,MIT,,509.0,509.0,nikola,conda-forge/nikola,2024-01-10 20:52:22,8.3.0,79.0,https://pypi.org/project/nikola,1838.0,2101.0,https://anaconda.org/conda-forge/nikola,2023-06-16 19:24:11.375,10525.0,2.0,,103.0
325,python-magic,A Python interface to the libmagic file type identification library.,Files,,https://github.com/ahupp/python-magic,True,29,ahupp/python-magic,https://github.com/ahupp/python-magic,2010-03-31 22:40:33.000,2024-04-04 12:59:30.000,2023-10-09 21:18:20,255.0,2514.0,61.0,12.0,188.0,331.0,,,55114.0,55114.0,python-magic,conda-forge/python-magic,,,7.0,https://pypi.org/project/python-magic,9011399.0,9017221.0,https://anaconda.org/conda-forge/python-magic,2023-09-25 19:52:44.133,244527.0,2.0,,
326,pyquery,A jQuery-like library for parsing HTML.,HTML Manipulation,,https://github.com/gawel/pyquery,True,29,gawel/pyquery,https://github.com/gawel/pyquery,2012-11-28 20:27:39.000,2024-04-02 20:31:58.000,2024-04-02 20:31:54,180.0,2269.0,53.0,53.0,134.0,494.0,,,22678.0,22678.0,pyquery,conda-forge/pyquery,,,5.0,https://pypi.org/project/pyquery,3506867.0,3507637.0,https://anaconda.org/conda-forge/pyquery,2023-06-16 13:23:09.494,60119.0,2.0,,
327,tesserocr,"Another simple, Pillow-friendly, wrapper around the `tesseract-ocr` API for OCR.",Computer Vision,,https://github.com/sirfz/tesserocr,True,29,sirfz/tesserocr,https://github.com/sirfz/tesserocr,2015-12-17 23:29:36.000,2024-03-28 19:21:09.000,2024-03-28 19:19:25,252.0,1922.0,30.0,48.0,225.0,204.0,MIT,,953.0,953.0,tesserocr,conda-forge/tesserocr,2024-03-28 16:57:33,2.6.3,17.0,https://pypi.org/project/tesserocr,61404.0,63857.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,132451.0,2.0,,159.0
328,webassets,"Bundles, optimizes, and manages unique cache-busting URLs for static resources.",Web Asset Management,,https://github.com/miracle2k/webassets,True,29,miracle2k/webassets,https://github.com/miracle2k/webassets,2009-12-08 05:40:34.000,2024-03-06 14:53:08.000,2021-05-01 12:22:50,252.0,920.0,157.0,59.0,234.0,1418.0,BSD-2-Clause,,6882.0,6882.0,webassets,conda-forge/webassets,,,3.0,https://pypi.org/project/webassets,340264.0,340953.0,https://anaconda.org/conda-forge/webassets,2023-06-16 13:18:16.196,62743.0,3.0,,
329,flask-debugtoolbar,A port of the django-debug-toolbar to flask.,Debugging Tools,,https://github.com/pallets-eco/flask-debugtoolbar,True,29,mgood/flask-debugtoolbar,https://github.com/pallets-eco/flask-debugtoolbar,2011-12-16 20:03:04.000,2024-03-20 15:28:48.000,2024-03-20 15:28:47,138.0,916.0,54.0,37.0,86.0,329.0,BSD-3-Clause,pallets-eco/flask-debugtoolbar,26256.0,26256.0,flask-debugtoolbar,conda-forge/flask-debugtoolbar,2023-12-07 17:32:11,0.14.1,6.0,https://pypi.org/project/flask-debugtoolbar,174859.0,176417.0,https://anaconda.org/conda-forge/flask-debugtoolbar,2023-12-07 19:29:24.063,65449.0,2.0,,
330,httplib2,Comprehensive HTTP client library.,HTTP Clients,,https://github.com/httplib2/httplib2,True,29,httplib2/httplib2,https://github.com/httplib2/httplib2,2016-03-02 22:59:52.000,2023-09-13 19:24:05.000,2023-03-21 22:23:06,180.0,483.0,77.0,47.0,69.0,551.0,,,184522.0,184522.0,httplib2,conda-forge/httplib2,,,28.0,https://pypi.org/project/httplib2,38625662.0,38656598.0,https://anaconda.org/conda-forge/httplib2,2023-06-16 13:17:06.741,2969934.0,3.0,,
331,Face Recognition,Simple facial recognition library.,Computer Vision,,https://github.com/ageitgey/face_recognition,True,28,ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,2017-03-03 21:52:39.000,2024-02-24 12:51:59.000,2022-06-10 09:12:18,13028.0,51556.0,54.0,731.0,584.0,238.0,MIT,,21.0,21.0,face_recognition,conda-forge/face_recognition,2018-04-02 17:18:43,1.2.2,2.0,https://pypi.org/project/face_recognition,164993.0,165471.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19977.0,2.0,,1227.0
332,python-fire,A library for creating command line interfaces from absolutely any Python object.,Command-line Interface Development,,https://github.com/google/python-fire,True,28,google/python-fire,https://github.com/google/python-fire,2017-02-21 21:35:07.000,2024-04-01 08:39:51.000,2024-03-14 17:11:36,1402.0,26196.0,65.0,119.0,189.0,303.0,,,31556.0,31556.0,python-fire,conda-forge/python-fire,2024-03-11 19:52:24,0.6.0,10.0,https://pypi.org/project/python-fire,291.0,291.0,https://anaconda.org/conda-forge/python-fire,,,2.0,,
333,Zappa,A tool for deploying WSGI applications on AWS Lambda and API Gateway.,Serverless Frameworks,,https://github.com/Miserlou/Zappa,True,28,Miserlou/Zappa,https://github.com/Miserlou/Zappa,2016-01-20 21:57:04.000,2023-03-23 13:59:31.000,2021-02-20 16:10:31,1164.0,11897.0,261.0,602.0,673.0,2916.0,MIT,,21.0,21.0,Zappa,conda-forge/Zappa,2020-03-09 13:51:28,0.51.0,6.0,https://pypi.org/project/Zappa,153080.0,153084.0,https://anaconda.org/conda-forge/Zappa,,,1.0,,323.0
334,supervisor,Supervisor process control system for UNIX.,DevOps Tools,,https://github.com/Supervisor/supervisor,True,28,Supervisor/supervisor,https://github.com/Supervisor/supervisor,2010-12-08 00:48:48.000,2024-03-18 12:50:24.000,2024-03-02 19:39:49,1157.0,8194.0,177.0,130.0,1021.0,,,,10436.0,10436.0,supervisor,conda-forge/supervisor,,,19.0,https://pypi.org/project/supervisor,1827314.0,1834221.0,https://anaconda.org/conda-forge/supervisor,2023-11-23 10:15:30.879,290117.0,2.0,,
335,hydra,Hydra is a framework for elegantly configuring complex applications.,Configuration,,https://github.com/facebookresearch/hydra,True,28,facebookresearch/hydra,https://github.com/facebookresearch/hydra,2019-06-12 19:33:15.000,2024-04-04 05:09:22.000,2024-04-03 21:42:43,585.0,8124.0,118.0,236.0,1109.0,,MIT,,21900.0,21900.0,hydra,conda-forge/hydra,2023-02-23 18:30:37,1.3.2,22.0,https://pypi.org/project/hydra,10037.0,10492.0,https://anaconda.org/conda-forge/hydra,2024-02-05 10:16:39.092,17773.0,3.0,,
336,csvkit,Utilities for converting to and working with CSV.,Specific Formats Processing,,https://github.com/wireservice/csvkit,True,28,wireservice/csvkit,https://github.com/wireservice/csvkit,2011-04-01 03:00:30.000,2024-03-28 20:58:48.000,2024-03-28 15:25:53,588.0,5800.0,108.0,27.0,872.0,1936.0,MIT,,1603.0,1603.0,csvkit,conda-forge/csvkit,,,13.0,https://pypi.org/project/csvkit,200922.0,203950.0,https://anaconda.org/conda-forge/csvkit,2024-03-28 17:08:35.172,106001.0,3.0,,
337,transitions,"A lightweight, object-oriented finite state machine implementation.",Algorithms and Design Patterns,,https://github.com/pytransitions/transitions,True,28,pytransitions/transitions,https://github.com/pytransitions/transitions,2014-10-12 20:59:09.000,2023-12-18 13:52:12.000,2023-09-20 06:18:21,504.0,5313.0,76.0,18.0,429.0,1023.0,MIT,,3392.0,3392.0,transitions,conda-forge/transitions,2022-09-02 09:45:38,0.9.0,30.0,https://pypi.org/project/transitions,612584.0,623136.0,https://anaconda.org/conda-forge/transitions,2023-06-16 16:15:31.911,612030.0,2.0,,
338,PyWin32,Python Extensions for Windows.,Microsoft Windows,,https://github.com/mhammond/pywin32,True,28,mhammond/pywin32,https://github.com/mhammond/pywin32,2017-10-24 21:44:27.000,2024-04-03 13:30:55.000,2024-04-03 13:30:55,770.0,4776.0,94.0,379.0,1464.0,,,,177548.0,177548.0,pywin32,conda-forge/pywin32,2023-03-26 00:18:37,b306,15.0,https://pypi.org/project/pywin32,9654129.0,9777816.0,https://anaconda.org/conda-forge/pywin32,2023-09-29 08:06:21.540,4829231.0,3.0,,661687.0
339,grequests,requests + gevent for asynchronous HTTP requests.,HTTP Clients,,https://github.com/spyoungtech/grequests,True,28,spyoungtech/grequests,https://github.com/spyoungtech/grequests,2012-05-10 21:50:15.000,2023-06-16 13:16:57.269,2023-06-08 00:01:30,299.0,4411.0,28.0,5.0,118.0,89.0,BSD-2-Clause,,4334.0,4334.0,grequests,conda-forge/grequests,2023-06-08 00:04:06,0.7.0,4.0,https://pypi.org/project/grequests,461491.0,462498.0,https://anaconda.org/conda-forge/grequests,2023-06-16 13:16:57.269,91715.0,3.0,,13.0
340,dramatiq,A fast and reliable background task processing library for Python 3.,Task Queues,,https://github.com/Bogdanp/dramatiq,True,28,Bogdanp/dramatiq,https://github.com/Bogdanp/dramatiq,2017-05-30 11:55:29.000,2024-03-12 21:08:41.000,2024-02-10 07:58:11,279.0,4025.0,102.0,53.0,304.0,1067.0,LGPL-3.0,,1102.0,1102.0,dramatiq,conda-forge/dramatiq,2024-01-25 07:41:59,1.16.0,25.0,https://pypi.org/project/dramatiq,206156.0,207292.0,https://anaconda.org/conda-forge/dramatiq,2024-01-25 11:58:44.562,52279.0,2.0,,40.0
341,tmuxp,A [tmux](https://github.com/tmux/tmux) session manager.,Command-line Tools,,https://github.com/tmux-python/tmuxp,True,28,tony/tmuxp,https://github.com/tmux-python/tmuxp,2013-08-27 05:51:11.000,2024-04-01 16:04:31.000,2024-04-01 16:04:31,229.0,3937.0,74.0,87.0,264.0,4007.0,MIT,tmux-python/tmuxp,296.0,296.0,tmuxp,conda-forge/tmuxp,2024-03-24 19:15:04,1.45.0,100.0,https://pypi.org/project/tmuxp,25028.0,25028.0,https://anaconda.org/conda-forge/tmuxp,,,2.0,,
342,bqplot,Interactive Plotting Library for the Jupyter Notebook.,Data Visualization,,https://github.com/bqplot/bqplot,True,28,bloomberg/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2024-03-25 08:57:59.000,2024-03-25 08:55:18,449.0,3547.0,64.0,225.0,368.0,3659.0,Apache-2.0,bqplot/bqplot,55.0,55.0,bqplot,conda-forge/bqplot,2024-02-27 15:38:38,0.12.43,64.0,https://pypi.org/project/bqplot,122560.0,149570.0,https://anaconda.org/conda-forge/bqplot,2024-02-19 16:46:43.025,1269488.0,3.0,,
343,django-guardian,Implementation of per object permissions for Django 1.2+.,Permissions,,https://github.com/django-guardian/django-guardian,True,28,django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,2010-06-04 23:15:37.000,2024-03-27 13:58:22.000,2022-03-25 21:42:47,538.0,3536.0,158.0,131.0,323.0,935.0,,,6547.0,6547.0,django-guardian,conda-forge/django-guardian,,,7.0,https://pypi.org/project/django-guardian,487850.0,488471.0,https://anaconda.org/conda-forge/django-guardian,2023-06-16 13:23:00.573,50956.0,1.0,,
344,asciimatics,A package to create full-screen text UIs (from interactive forms to ASCII animations).,Command-line Interface Development,,https://github.com/peterbrittain/asciimatics,True,28,peterbrittain/asciimatics,https://github.com/peterbrittain/asciimatics,2015-04-15 20:18:41.000,2024-03-31 09:41:42.000,2024-03-31 09:41:42,242.0,3518.0,45.0,22.0,273.0,1135.0,Apache-2.0,,977.0,977.0,asciimatics,conda-forge/asciimatics,2023-10-25 15:29:54,1.15.0,11.0,https://pypi.org/project/asciimatics,22686.0,26173.0,https://anaconda.org/conda-forge/asciimatics,2023-10-25 21:59:55.078,146474.0,2.0,,
345,funcy,A fancy and practical functional tools.,Functional Programming,,https://github.com/Suor/funcy,True,28,Suor/funcy,https://github.com/Suor/funcy,2012-10-13 00:44:57.000,2024-04-03 14:59:46.000,2024-02-01 14:47:54,140.0,3251.0,33.0,8.0,72.0,992.0,BSD-3-Clause,,10534.0,10534.0,funcy,conda-forge/funcy,,,18.0,https://pypi.org/project/funcy,1406870.0,1411645.0,https://anaconda.org/conda-forge/funcy,2023-06-16 13:23:43.902,415471.0,2.0,,
346,Blaze,NumPy and Pandas interface to Big Data.,Data Analysis,,https://github.com/blaze/blaze,True,28,blaze/blaze,https://github.com/blaze/blaze,2012-10-26 14:25:22.000,2023-09-29 10:03:58.000,2019-08-15 21:14:59,363.0,3182.0,67.0,251.0,502.0,7496.0,BSD-3-Clause,,9221.0,9221.0,blaze,conda-forge/blaze,2016-07-19 20:40:03,0.11.0,14.0,https://pypi.org/project/blaze,40502.0,43034.0,https://anaconda.org/conda-forge/blaze,2023-06-16 13:21:36.637,202566.0,1.0,,
347,pyarmor,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",Distribution,,https://github.com/dashingsoft/pyarmor,True,28,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,2017-08-26 04:11:53.000,2024-03-29 02:38:11.000,2024-03-29 02:36:40,256.0,2844.0,33.0,8.0,1410.0,4404.0,,,1168.0,1168.0,pyarmor,conda-forge/pyarmor,2024-03-29 02:25:45,8.5.2,100.0,https://pypi.org/project/pyarmor,167147.0,167147.0,https://anaconda.org/conda-forge/pyarmor,,,2.0,,
